abb	abban
mérgibe	mérgébe
mérgit	mérgét
mérgössen	mérgesen
mérlegfőösszge	mérlegfőösszege
mérlegfőöszeg	mérlegfőösszeg
mértföldnyire	mérföldnyire
mérészölje	merészelje
mérőfeődre	mérőföldre
méssz	mész
mészárosho	mészároshoz
mét	mért
métt	mért
mézes-mázas	mézesmázas
mézes-mázos	mézesmázos
mëg	meg
mëgbetegszik	megbetegszik
mëgcsapott	megcsapott
mëgcsudá	megcsodál
mëgcsudájjak	megcsodáljak
mëgdöglenek	megdöglenek
mëgdöglik	megdöglik
mëgfejik	megfejik
mëghízzon	meghízzon
mëgjavul	megjavul
mëgjártó	megjárta
mëglesem	meglesem
mëgmosdik	megmosdik
mëgmosdó	megmosdasz
mëgmosnyi	megmosni
mëgmossák	megmossák
mëgmozduni	megmozdulni
mëgnëm	megnézem
mëgszipül	megszépül
mëgszületik	megszületik
mëgvágtok	megvágtok
mëgy	megy
mëgya	megy
mëgyën	megy
mëgárt	megárt
mëgént	megint
mëgëegyëselteűnk	megegyesültünk
mëgëszi	megeszi
mëgëszik	megeszik
mëhecske	méhecske
mëkkërësztelyi	megkereszteli
mëllëhet	meglehet
mën	megy
mënni	menni
mënnyek	menjek
mënt	ment
mëntem	mentem
mënteőnk	mentünk
mënyasszony	menyasszony
mënëk	megyek
mër	mer
mësszáritod	megszárítod
mëszszűrt	megszűrt
mëv	meg
mëvverik	megverik
mígy	mégy
míh	méh
míhek	méhek
míhekkel	méhekkel
mínt	mint
mínutumba	minutumba
mínutába	minutába
mír	mért
míreggel	méreggel
mírföldet	mérföldet
mírgelődött	mérgelődött
mírjík	mérjék
mírünk	mérünk
míssz	mész
mísz	mész
míveli	műveli
mívesszobában	művesszobában
míz	méz
mízeshetekenn	mézesheteken
mízesheteket	mézesheteket
mízet	mézet
mízre	mézre
mízzel	mézzel
módgyára	módjára
módulag	módúlag
mók	pók
mónár	molnár
mónárember	molnárember
mónárhoz	molnárhoz
mónárkalácsot	molnárkalácsot
mónárlegén	molnárlegény
mónárlegénnek	molnárlegénynek
mónárlegények	molnárlegények
mónárleány	molnárleány
mónárlány	molnárlány
mónárlánynak	molnárlánynak
mónárlányt	molnárlányt
mónárnak	molnárnak
mónárok	molnárok
mónárpogácsát	molnárpogácsát
mónárt	molnárt
mónártól	molnártól
mög	meg
mögadta	megadta
mögbocsájtott	megbocsájtott
mögesött	megesett
mögfagyott	megfagyott
mögfordút	megfordult
möggyógyulnak	meggyógyulnak
möghót	meghalt
mögi	mögé
mögijed	megijed
mögijedt	megijedt
mögjelenhetett	megjelenhetett
mögjelent	megjelent
mögjelönt	megjelent
mögkináta	megkínálta
mögképződött	megképződött
möglesse	meglesse
mögláti	meglátja
möglátná	meglátná
möglátta	meglátta
mögmondták	megmondták
mögnyalta	megnyalta
mögrontotta	megrontotta
mögsuprikáták	megsuprikálták
mögszógálom	megszolgálom
mögtalálni	megtalálni
mögtudta	megtudta
mögtuttak	megtudtak
mögverte	megverte
mögvigasztalhatta	megvigasztalhatta
mögöli	megöli
mögörűt	megörült
mögőte	megölte
mögőtem	megöltem
mögű	mögül
mökkora	mekkora
möktutta	megtudta
möndögelt	mendegélt
mönj	menj
mönjek	menjek
mönjenek	menjenek
mönjünk	menjünk
mönnek	mennek
mönni	menni
mönnyégből	mennyégből
mönnyél	menjél
mönnyön	menjen
mönnének	mennének
mönnöm	mennem
mönt	ment
möntek	mentek
möntünk	mentünk
mönyök	megyek
mönyön	megy
mör	mert
mörre	merre
múlat	mulat
múlatnak	mulatnak
múlatozik	mulatozik
múlattak	mulattak
múlató	mulató
múltek	múltak
múnka	munka
múnkát	munkát
mútatott	mutatott
mútatták	mutatták
múzsikaszót	muzsikaszót
mü	mi
münköt	minket
müvész	művész
mő	mert
mőné	minél
mőre	merre
műanyagcső-gyártók	műanyagcsőgyártók
műemlék-együttes	műemlékegyüttes
műszál-alapanyagok	műszálalapanyagok
nadír	nadir
nagodájából	pagodájából
nagoyn	nagyon
nagy-brittaniában	nagy-britanniában
nagy-pénteken	nagypénteken
nagyanyámtul	nagyanyámtól
nagyapámtú	nagyapámtól
nagyasszonnya	nagyasszonya
nagyhetibe	nagyhetébe
nagyhőncölt	nagygöncölt
nagyott	nagyot
nagypinteken	nagypénteken
nagypintëkën	nagypénteken
nagyravagyo	nagyravágyó
nagysagos	nagyságos
nagyszöllősi	nagyszőlősi
nagyszöllősinek	nagyszőlősinek
nagysám	nagyságám
nagytkarításhoz	nagytakarításhoz
nagyöregapámtul	nagyöregapámtól
nanyám	nyanyám
napallá	nappallá
napbúl	napból
napelem-cella	napelemcella
napföljötte	napfeljötte
napfölkelte	napfelkelte
napfölkeltre	napfelkeltére
napkeltétül	napkeltétől
napkélte	napkelte
napkölte	napkelte
napnyugoti	napnyugati
naposholdas	napos-holdas
napszálat	napszállat
naptyába	napjában
naptyán	napján
naptúl	naptól
ne-ne	ne
neezték	nézték
negyed-kakasszókor	negyedkakasszókor
negyegyik	negyedik
nehez	nehéz
nehezenn	nehezen
nehezitett	nehezített
nehán	néhány
nehány	néhány
nehíz	nehéz
nekidül	nekidől
nekie	neki
nekiek	nekik
nekiharagudt	nekiharagudott
nekije	neki
nekirikótott	nekirikoltott
nekiuszittám	nekiuszítám
nekëd	neked
nekëm	nekem
neköd	neked
neköm	nekem
nekőnk	nekünk
nemhíába	nemhiába
nemjófélivel	nemjófélével
nemzeközi	nemzetközi
nemzetségbő	nemzetségből
nemzetséginek	nemzetségének
nemzsetes	nemzetes
nemösnek	nemesnek
nep	nép
nepmese	népmese
nepmesek	népmesék
netlock-ot	netlockot
nevellő	nevelő
nevelőjim	nevelőim
nevelőnni	nevelődni
neven	néven
nevendék	növendék
nevesztem	neveztem
neveszték	nevezték
nevetött	nevetett
nevi	neve
nevibe	nevébe
nevire	nevére
nevit	nevét
nevé	neve
nevëvel	nevével
nevök	nevük
nezdegelt	nézdegélt
nezek	nézek
nezett	nézett
nezi	nézi
neznek	néznek
neézzék	nézzék
neézëtt	nézett
nikenak	nike-nak
nintendonak	nintendónak
nipekhöz	népekhez
niégy	négy
niézőknek	nézőknek
nna	na
nobel-től	nobeltől
nocsik	nocsak
nohát	hát
noteccit	noteszét
noteszgép-piac	noteszgéppiac
novatris	novartis
novembertül	novembertől
nyakadbó	nyakadból
nyakadot	nyakadat
nyakábó	nyakából
nyakáró	nyakáról
nyavaja	nyavalya
nyavajája	nyavalyája
nyavalyatörös	nyavalyatörős
nye	ne
nyeldeklőji	nyeldeklője
nyelibe	nyelébe
nyeliebe	nyelébe
nyelin	nyelén
nyelit	nyelét
nyelivel	nyelével
nyellel	nyelvvel
nyelvit	nyelvét
nyelvivel	nyelvével
nyelvön	nyelven
nyergyuk	nyerjük
nyergyük	nyerjük
nyersgyémánt-termelés	nyersgyémánttermelés
nyersolaj-átlagárat	nyersolajátlagárat
nyerségből	nyereségből
nyerte-ütésre	nyerteütésre
nyervákolt	nyervákol
nyeőjjék	nőjön
nyilatakozott	nyilatkozott
nyilik	nyílik
nyilt	nyílt
nyilva	nyílva
nyilval	nyíllal
nyilásra	nyílásra
nyilást	nyílást
nyilásán	nyílásán
nyilását	nyílását
nyiló	nyíló
nyitaná	nyitná
nyitik	nyitják
nyitta	nyitotta
nyitta-csukta	nyitotta-csukta
nyomoruságba	nyomorúságba
nyomorúlt	nyomorult
nyomorút	nyomorult
nyoszolyoleányok	nyoszolyóleányok
nyoszoló	nyoszolyó
nyudogni	nyugodni
nyugatanúl	nyugtalanul
nyughassá	nyughass
nyugodnyi	nyugodni
nyugoszik	nyugszik
nyugosznak	nyugszanak
nyugot	nyugat
nyugotnak	nyugatnak
nyugotra	nyugatra
nyugunni	nyugodni
nyugusznak	nyugszanak
nyugvási	nyugvása
nyujtja	nyújtja
nyujtott	nyújtott
nyujtotta	nyújtotta
nyujtófát	nyújtófát
nyujtófával	nyújtófával
nyukszik	nyugszik
nyul	nyúl
nyulfarkányit	nyúlfarknyit
nyulj	nyúlj
nyuljanak	nyúljanak
nyultak	nyúltak
nyuzza	nyúzza
nyákás	nyálkás
nyársot	nyársat
nyássra	nyársra
nyávot	nyávog
nyílját	nyilát
nyíltanak	nyíltak
nyílásho	nyíláshoz
nyílászáró-cserék	nyílászárócserék
nyíratkozik	nyiratkozik
nyóc	nyolc
nyócszáz	nyolcszáz
nyócvan	nyolcvan
nyócvankilenc	nyolcvankilenc
nyócökrös	nyolcökrös
nyócökröshön	nyolcökröshöz
nyött	nőtt
nyövet	növet
nyú	nyúlj
nyúlak	nyulak
nyúlam-búlam	nyulam-bulam
nyúlat	nyulat
nyúlom-búlom	nyolam-bulam
nyúlott	nyúlt
nyúlottak	nyúltak
nyútotta	nyújtotta
nyútva	nyújtva
nyútódzkodott	nyújtózkodott
nyútófátó	nyújtófától
nyútózkodott	nyújtózkodott
nyügöt	nyűgöt
nyő	nő
nyőjön	nőjön
nyől	nő
nyőlt	nőtt
nyőstént	nőstényt
nyőtt	nőtt
nyőttem	nőttem
nádasbul	nádasból
nálla	nála
nállam	nálam
nállunk	nálunk
nálok	náluk
nálónk	nálunk
nászasszonyáhó	nászasszonyához
nászéccakán	nászéjszakán
néd	nézd
négy-szívű	négyszívű
néhányót	néhányat
néked	neked
nékem	nekem
néki	neki
nékiek	nekik
nékik	nekik
néköd	neked
néköm	nekem
nékül	nélkül
nékült	nélkül
nékünk	nekünk
nékű	nélkül
nélkűl	nélkül
nénji	nénje
népekvel	népekkel
népinek	népének
népivel	népével
népök	népek
nésztük	néztük
név-viselője	névviselője
nézegetyi	nézegeti
nézegetésébő1	nézegetéséből
nézelodött	nézelődött
néznyi	nézni
nézzetök	nézzetek
nézésiben	nézésében
në	ne
nëm	nem
nëma	néma
nëzni	nézni
nëzzen	nézzen
nígy	négy
nígyen	négeyn
nígyet	négyet
nígyfelé	négyfelé
níp	nép
nípe	népe
nípek	népek
nípeket	népeket
níppel	néppel
níz	néz
nízd	nézd
nízegette	nézegette
nízek	nézek
nízett	nézett
nízi	nézi
nízik	nézik
nízni	nézni
níznyi	nézni
nízte	nézte
nízz	nézz
nízze	nézze
nízzed	nézd
nízzík	nézzék
nízzítek	nézzétek
nízzük	nézzük
nízzünk	nézzünk
nízísirűl	nézéséről
nízők	nézők
nó	no
nö	nő
nöjjön	nőjön
növeléni	növelni
növényegészségügyi	növény-egészségügyi
növényekrül	növényekről
nözögesd	nézegesd
nőjjenek	nőjenek
nőjjön	nőjön
nősülnyi	nősülni
nőttel	nőttek
nővéremné	nővéremnél
nővériné	nővérénél
nővérit	nővérét
nővéritő	nővérétől
oan	olyan
od'adja	odaadja
od'adta	odaadta
odaatta	odaadta
odabe	odabenn
odabé	odabenn
odadjuk	odaadjuk
odadni	odaadni
odadott	odaadott
odadta	odaadta
odadtam	odaadtam
odafel	odafenn
odafogont	odafogant
odagyugott	odadugott
odagyött	odajött
odagyün	odajön
odahajút	odahajolt
odahítta	odahívta
odaigírte	odaígérte
odajönek	odajönnek
odakajált	odakiált
odakerűlt	odakerült
odakisérik	odakísérik
odakiátottak	odakiáltottak
odakötte	odakötötte
odakötőzi	odakötözi
odakünt	odakint
odalíp	odalép
odalípett	odalépett
odamenyek	odamegyek
odamenyen	odamegy
odamönt	odament
odanyújtatta	odanyújtotta
odanízett	odanézett
odaníztünk	odanéztünk
odaparancsúta	odaparancsolta
odasetétedjünk	odasötétedjünk
odaszaladott	odaszaladt
odattam	odaadtam
odatötte	odatette
odaveszött	odavaszett
odavezetyi	odavezeti
odavágtatot	odavágtatott
odavót	odavolt
odavótatok	odavoltatok
odaérközik	odeérkezik
odaérköztek	odaérkeztek
odaígírte	odaígérte
odaírkezett	odaérkezett
odaírt	odaért
odaüttem	odaütöttem
odd	add
odhajol	odahajol
oduban	odúban
ohati	óvhatja
ojan	olyan
ojjan	olyan
oket	őket
olaiprai	olajipari
olajkitemelés	olajkitermelés
olajkitermelési	olaj-kitermelési
olan	olyan
olból	ólból
oldalrúl	oldalról
ollan	olyan
olly	oly
ollyan	olyan
ollyant	olyat
ollyat	olyat
oltárhó	oltárhoz
oltóanyagtermelő	oltóanyag-termelő
oltón	olton
olvasnyi	olvasni
olvassnak	olvasnak
olvassëk	olvasson
olyam	olyan
olyanoktul	olyanoktól
oláhokval	oláhokkal
oncse	öntse
onnat	onnan
operencián	óperencián
operenczián	óperencián
opsitos	obsitos
opsitosnak	obsitosnak
ora	óra
orbáncznak	orbáncnak
orcámrúl	orcámról
orcátlan	arcátlan
ordináncot	ordonáncot
ordit	ordít
orditja	ordítja
orralikából	orrlyukából
orralikán	orrlyukán
orralikával	orrlyukával
orralukán	orrlyukán
orrik	orruk
orrikból	orrukbúl
orrlikán	orrlyukán
orrlukra	orrlyukra
orrozta	orozta
orrábúl	orrából
orsajának	orsójának
orsajáról	orsójáról
orsaját	orsóját
országbó	országból
országbúl	országból
országombó	országomból
országomot	országomat
országonn	országon
országotvilágot	országot-világot
országszilre	országszélre
országszíl	országszél
országszílbe	országszélbe
országszílben	országszélben
országuton	országúton
országvilág	ország-világ
országábó	országából
országábúl	országából
országúni	országolni
orsójaér	orsójáért
orvasság	orvosság
orvasságot	orvosságot
orvast	orvost
orvosónyi	orvosolni
ossóját	orsóját
osztakoznak	osztozkodnak
osztan	aztán
oszten	aztán
osztág	aztán
osztán	aztán
osztég	aztán
osztén	aztán
oszágunkban	országunkban
otten	ott
otteé	ott
otthatta	otthagyta
otthattak	otthagytak
otthatták	otthagyták
otthonró	otthonról
otthonrúl	otthonról
otthonrút	otthonról
otthun	otthon
otté	ott
ouola	ólja
ozsonna	uzsonna
ozsonnakor	uzsonnakor
ozt	azt
oztán	aztán
oíleary	o'leary
oóllt	ollót
oóllval	ollóval
oú	ó
padlaja	padlója
pagácsaforma	pogácsaforma
pajika	palika
pajtáho	pajtához
palinkát	pálinkát
pallásho	padláshoz
pallásra	padlásra
pallásrúl	padlásról
pallásán	padlásán
palotábló	palotából
palotábúl	palotából
palotáho	palotához
palotájaig	palotájáig
palotájja	palotája
palotájjába	palotájába
palotájjához	palotájához
palotájokra	palotájukra
palotátúl	palotától
panaszkogyik	panaszkodik
panaszkotta	panaszkodta
panaszolnyi	panaszolni
pandúrokot	pandúrokat
paneészbogarat	penészbogár
paolin-xi	pao-lin-xi
papho	paphoz
paphó	paphoz
papirba	papírba
papirra	papírra
papirral	papírral
papirszeleteket	papírszeleteket
papirszeletre	papírszeletre
papirt	papírt
papuk	papjuk
papírosba	papirosba
papírosból	papirosból
papírosra	papirosra
papírossal	papirossal
papírost	papirost
paracsolta	parancsolta
parancsojon	parancsoljon
parancsolnyi	parancsolni
parancsósz	parancsolsz
parancsóta	parancsolta
parancsóták	parancsolták
parancsúni	parancsolni
parokján	parókián
parokjára	parókiára
parokját	parókiát
parázst	parazsat
parázstul	parázstól
pasztorlany	pásztorlány
pataka	patakja
patakho	patakhoz
patakró	patakról
patakában	patakjában
patakáig	patakjáig
patente	patentet
patikábúl	patikából
patkójok	patkójuk
patokót	patkót
pattján	partján
pegy	pedig
pegyig	pedig
pegyiglen	pediglen
pejig	pedig
pekaonál	pekaónál
pelleni	elleni
pendellér	pendelyért
pendelyibe	pendelyébe
pereteő	perctől
perzekútor	perzekutor
perzekútorok	perzekutorok
perzekútorokat	perzekutorokat
perzekútorokhoz	perzekutorokhoz
perzekútoroknak	perzekutoroknak
petyár	betyár
peugeot-citroen	peugeot-citroën
picziny	piciny
pihennyi	pihenni
pillanattó	pillanattól
pinczébe	pincébe
pinczéből	pincéből
pincéjökben	pincéjükben
pinteken	pénteken
pintëkënn	pénteken
pinz	pénz
pirimókoson	pirimókosan
piritott	pirított
piritós	pirítós
pirossat	pirosat
piszkafávó	piszkafával
piszkaâgasd	piszkálgasd
piszkányi	piszkálni
pisállni	pisálni
pitarajtaón	pitvarajtón
pitvarajto	pitvarajtó
pitymalott	pitymallott
piénteken	pénteken
piénteket	pénteket
piénzt	pénzt
plebánia	plébánia
pletykós	pletykás
plé	pléh
pofokot	pofonokat
poforit	pofont
pohárbúl	pohárból
pojákországból	polyákországból
pokolküvem	pokolkövem
pokrócczal	pokróccal
politikárú	politikáról
pontossan	poontosan
ponyolát	pongyolát
porciaós	porciós
porciaóst	porcióst
poreé	porrá
poroncsig	parancsig
poroncsol	parancsol
poroncsolj	parancsolj
poroncsolja	parancsolja
poroncsolod	parancsolod
poroncsolok	parancsolok
poroncsolom	parancsolom
poroncsolsz	parancsolsz
poroncsolt	parancsolt
poroncsra	parancsra
poroncsát	parancsát
portfolio	portfólió
portfolió-befektetések	portfólióbefektetések
portfolióban	portfólióban
portfoliójának	portfóliójának
portfoliót	portfóliót
portáró	portáról
portékájokat	portékájukat
poróbálom	próbálom
pozdorja-garmadán	pozdorjagarmadán
practicat	praktikát
practicával	praktikával
presztízs-nyereségre	presztízsnyereségre
pricewaterhousecooper	pricewaterhousecoopers
pricsnyerget	priccsnyerget
privatiációja	privatizációja
profit-esés	profitesés
profitjánakk	profitjának
proscribaltassék	proskribáltassék
proscribáltassék	proskribáltassék
prosiebensat1	prosiebensat.1
prédikálnyi	prédiálni
próbákot	próbákat
próbákoznak	próbálkoznak
próbálnyi	próbálni
próbáni	próbálni
prücsök-ember	prücsökember
puczoválja	pucoválja
pucérre	pucérra
pucëron	pucéron
puhár	pohár
pujám	pulyám
puját	pulyát
pulicka	puliszka
pulickát	puliszkát
pulykájok	pulykájuk
pulykájoknak	pulykájuknak
purdi	purdé
puskámot	puskámat
puskámval	puskámmal
pusokval	pusokkal
pusztitsák	pusztítsák
pusztullok	pusztulok
pusztíjjam	pusztítsam
pusztítanni	pusztítani
pusztítassa	pusztíttassa
put	fut
pá1	pál
pácákat	pálcákat
pácával	pálcával
pádimentom	pádimentum
pájinka	pálinka
pályinka	pálinka
pályinkabaó	pálinkából
pályinkát	pálinkát
pályázhatik	pályázhat
pánczélba	páncélba
pászolt	passzolt
pásztor-ember	pásztorember
pászította	passzította
pénszt	pénzt
péntëkën	pénteken
pénzbő	pénzből
pénzgyüjtésen	pénzgyűjtésen
pénzi	pénze
pénzibő	pénzéből
pénziből	pénzéből
pénzik	pénzük
pénzit	pénzét
pénzkezelő-pénzgyüjtő	pénzkezelő-pénzgyűjtő
pénzmosás-ellenes	pénzmosásellenes
pénzrő	pénzről
pénzé	pénze
pénzér	pénzért
pénzödet	pénzedet
pénzök	pénzük
pénzőnk	pénzünk
péter	péter
péterül	pétertől
pétör	péter
péz	pénz
pëndeli	pendely
pëndëli	pendely
pënz	pénz
pënzt	pénzt
pínze	pénze
pínzen	pénzen
pínzt	pénzt
pínzzel	pénzzel
pípár	pipát
pípát	pipát
pípék	pipék
píros	piros
píz	pénz
pízt	pénzt
pócokon	polcokon
pócon	polcon
pógár	polgár
pógárember	polgárember
pókhálaó	pókháló
pöffeszkegyik	pöffeszkedik
pöknyi	pökni
pöndöly	pendely
pöndölyhálójába	pendelyhálójába
pöndölyöstül	pendelyestül
pöngetni	pengetni
pörgetnyi	pörgetni
pörzsülik	perzselik
pöről	pöröl
púrgatóriúmból	purgatóriumból
pükni	pökni
püskösd	pünkösd
rablókval	rablókkal
rabóta	rabolta
rajram	rajtam
rajtad	rajtad
rajtik	rajtuk
rajtok	rajtuk
rajtónk	rajtunk
rajtúk	rajtuk
raknyi	rakni
rakoggyanak	rakodjanak
rakonni	rakodni
ravatalozójáho	ravatalozójához
raóka	róka
rea	rá
reaakad	ráakad
reaakadtam	ráakadtam
reafogta	ráfogta
reafogták	ráfogták
reagondolom	rágondolom
reahúzták	ráhúzták
realő	rálő
realőnek	rálőnek
reanult	renault
reapattintsa	rápattintsa
reasójtottam	rásújtottam
reatalált	rátalált
reataláltak	rátaláltak
